context;influencer;regular_node_set_unique;regular_node_set_grouped;new_activations
0.005833787839300486 0.0054902212003792306 0.011469462966164889 0.0031052113686494964 0.006549982749176642 0.008938002365881891 0.005541988925078756 0.015436461946516955 -0.02808029908793299 0.010825778643698492;4;[0, 1, 3, 4, 5, 6, 7, 8];[0, 1, 3, 4, 5, 6, 7, 8];8
0.005833787839300486 0.0054902212003792306 0.011469462966164889 0.0031052113686494964 0.006549982749176642 0.008938002365881891 0.005541988925078756 0.015436461946516955 -0.02808029908793299 0.010825778643698492;5;[0, 1, 3, 4, 5, 6, 7, 8];[0, 1, 3, 4, 5, 6, 7, 8];8
0.005833787839300486 0.0054902212003792306 0.011469462966164889 0.0031052113686494964 0.006549982749176642 0.008938002365881891 0.005541988925078756 0.015436461946516955 -0.02808029908793299 0.010825778643698492;6;[0, 1, 3, 4, 5, 6, 7, 8];[0, 1, 3, 4, 5, 6, 7, 8];8
0.005833787839300486 0.0054902212003792306 0.011469462966164889 0.0031052113686494964 0.006549982749176642 0.008938002365881891 0.005541988925078756 0.015436461946516955 -0.02808029908793299 0.010825778643698492;7;[0, 1, 3, 4, 5, 6, 7, 8];[0, 1, 3, 4, 5, 6, 7, 8];8
0.005833787839300486 0.0054902212003792306 0.011469462966164889 0.0031052113686494964 0.006549982749176642 0.008938002365881891 0.005541988925078756 0.015436461946516955 -0.02808029908793299 0.010825778643698492;8;[0, 1, 3, 4, 5, 6, 7, 8];[0, 1, 3, 4, 5, 6, 7, 8];8
0.005833787839300486 0.0054902212003792306 0.011469462966164889 0.0031052113686494964 0.006549982749176642 0.008938002365881891 0.005541988925078756 0.015436461946516955 -0.02808029908793299 0.010825778643698492;9;[0, 1, 3, 4, 5, 6, 7, 8];[0, 1, 3, 4, 5, 6, 7, 8];8
0.0009246337668716853 0.00482975115953439 0.007848519644345252 -0.002267802588763357 0.002334300649451615 0.005534069637406147 0.002640276693437471 0.005185125495408482 -0.027693952199257122 0.012219584039282782;0;[0, 8];[0, 8];2
0.0009246337668716853 0.00482975115953439 0.007848519644345252 -0.002267802588763357 0.002334300649451615 0.005534069637406147 0.002640276693437471 0.005185125495408482 -0.027693952199257122 0.012219584039282782;1;[0, 8];[0, 8];2
0.0009246337668716853 0.00482975115953439 0.007848519644345252 -0.002267802588763357 0.002334300649451615 0.005534069637406147 0.002640276693437471 0.005185125495408482 -0.027693952199257122 0.012219584039282782;2;[0, 8];[0, 8];2
0.0009246337668716853 0.00482975115953439 0.007848519644345252 -0.002267802588763357 0.002334300649451615 0.005534069637406147 0.002640276693437471 0.005185125495408482 -0.027693952199257122 0.012219584039282782;3;[0, 8];[0, 8];2
0.0009246337668716853 0.00482975115953439 0.007848519644345252 -0.002267802588763357 0.002334300649451615 0.005534069637406147 0.002640276693437471 0.005185125495408482 -0.027693952199257122 0.012219584039282782;4;[0, 8];[0, 8];2
0.0009246337668716853 0.00482975115953439 0.007848519644345252 -0.002267802588763357 0.002334300649451615 0.005534069637406147 0.002640276693437471 0.005185125495408482 -0.027693952199257122 0.012219584039282782;5;[0, 8];[0, 8];2
0.0009246337668716853 0.00482975115953439 0.007848519644345252 -0.002267802588763357 0.002334300649451615 0.005534069637406147 0.002640276693437471 0.005185125495408482 -0.027693952199257122 0.012219584039282782;6;[0, 8];[0, 8];2
0.0009246337668716853 0.00482975115953439 0.007848519644345252 -0.002267802588763357 0.002334300649451615 0.005534069637406147 0.002640276693437471 0.005185125495408482 -0.027693952199257122 0.012219584039282782;7;[0, 8];[0, 8];2
0.0009246337668716853 0.00482975115953439 0.007848519644345252 -0.002267802588763357 0.002334300649451615 0.005534069637406147 0.002640276693437471 0.005185125495408482 -0.027693952199257122 0.012219584039282782;8;[0, 8];[0, 8];2
0.0009246337668716853 0.00482975115953439 0.007848519644345252 -0.002267802588763357 0.002334300649451615 0.005534069637406147 0.002640276693437471 0.005185125495408482 -0.027693952199257122 0.012219584039282782;9;[0, 8];[0, 8];2
-0.002225177007635426 0.00824054031362178 0.010116050999733294 -0.0027689762089014858 0.0030915982941343454 0.00989622363820306 0.006590704439947248 0.009336413652037944 -0.01611671945003168 0.012740200623637144;0;[0, 1, 3, 5, 6, 9];[0, 1, 3, 5, 6, 9];6
-0.002225177007635426 0.00824054031362178 0.010116050999733294 -0.0027689762089014858 0.0030915982941343454 0.00989622363820306 0.006590704439947248 0.009336413652037944 -0.01611671945003168 0.012740200623637144;1;[0, 1, 3, 5, 6, 9];[0, 1, 3, 5, 6, 9];6
-0.002225177007635426 0.00824054031362178 0.010116050999733294 -0.0027689762089014858 0.0030915982941343454 0.00989622363820306 0.006590704439947248 0.009336413652037944 -0.01611671945003168 0.012740200623637144;2;[0, 1, 3, 5, 6, 9];[0, 1, 3, 5, 6, 9];6
-0.002225177007635426 0.00824054031362178 0.010116050999733294 -0.0027689762089014858 0.0030915982941343454 0.00989622363820306 0.006590704439947248 0.009336413652037944 -0.01611671945003168 0.012740200623637144;3;[0, 1, 3, 5, 6, 9];[0, 1, 3, 5, 6, 9];6
-0.002225177007635426 0.00824054031362178 0.010116050999733294 -0.0027689762089014858 0.0030915982941343454 0.00989622363820306 0.006590704439947248 0.009336413652037944 -0.01611671945003168 0.012740200623637144;4;[0, 1, 3, 5, 6, 9];[0, 1, 3, 5, 6, 9];6
-0.002225177007635426 0.00824054031362178 0.010116050999733294 -0.0027689762089014858 0.0030915982941343454 0.00989622363820306 0.006590704439947248 0.009336413652037944 -0.01611671945003168 0.012740200623637144;5;[0, 1, 3, 5, 6, 9];[0, 1, 3, 5, 6, 9];6
-0.002225177007635426 0.00824054031362178 0.010116050999733294 -0.0027689762089014858 0.0030915982941343454 0.00989622363820306 0.006590704439947248 0.009336413652037944 -0.01611671945003168 0.012740200623637144;6;[0, 1, 3, 5, 6, 9];[0, 1, 3, 5, 6, 9];6
-0.002225177007635426 0.00824054031362178 0.010116050999733294 -0.0027689762089014858 0.0030915982941343454 0.00989622363820306 0.006590704439947248 0.009336413652037944 -0.01611671945003168 0.012740200623637144;7;[0, 1, 3, 5, 6, 9];[0, 1, 3, 5, 6, 9];6
-0.002225177007635426 0.00824054031362178 0.010116050999733294 -0.0027689762089014858 0.0030915982941343454 0.00989622363820306 0.006590704439947248 0.009336413652037944 -0.01611671945003168 0.012740200623637144;8;[0, 1, 3, 5, 6, 9];[0, 1, 3, 5, 6, 9];6
-0.002225177007635426 0.00824054031362178 0.010116050999733294 -0.0027689762089014858 0.0030915982941343454 0.00989622363820306 0.006590704439947248 0.009336413652037944 -0.01611671945003168 0.012740200623637144;9;[0, 1, 3, 5, 6, 9];[0, 1, 3, 5, 6, 9];6
-0.0074050287069527656 0.003835338774383179 0.006006760176497062 0.0032366191866039394 0.008507233810606363 0.007625871334507428 0.004833603727441504 0.009591511044529821 -0.015751029721161623 0.01382418438907589;0;[1, 3, 4, 5, 6, 7, 9];[1, 3, 4, 5, 6, 7, 9];7
-0.0074050287069527656 0.003835338774383179 0.006006760176497062 0.0032366191866039394 0.008507233810606363 0.007625871334507428 0.004833603727441504 0.009591511044529821 -0.015751029721161623 0.01382418438907589;1;[1, 3, 4, 5, 6, 7, 9];[1, 3, 4, 5, 6, 7, 9];7
-0.0074050287069527656 0.003835338774383179 0.006006760176497062 0.0032366191866039394 0.008507233810606363 0.007625871334507428 0.004833603727441504 0.009591511044529821 -0.015751029721161623 0.01382418438907589;2;[1, 3, 4, 5, 6, 7, 9];[1, 3, 4, 5, 6, 7, 9];7
-0.0074050287069527656 0.003835338774383179 0.006006760176497062 0.0032366191866039394 0.008507233810606363 0.007625871334507428 0.004833603727441504 0.009591511044529821 -0.015751029721161623 0.01382418438907589;3;[1, 3, 4, 5, 6, 7, 9];[1, 3, 4, 5, 6, 7, 9];7
-0.0074050287069527656 0.003835338774383179 0.006006760176497062 0.0032366191866039394 0.008507233810606363 0.007625871334507428 0.004833603727441504 0.009591511044529821 -0.015751029721161623 0.01382418438907589;4;[1, 3, 4, 5, 6, 7, 9];[1, 3, 4, 5, 6, 7, 9];7
-0.0074050287069527656 0.003835338774383179 0.006006760176497062 0.0032366191866039394 0.008507233810606363 0.007625871334507428 0.004833603727441504 0.009591511044529821 -0.015751029721161623 0.01382418438907589;5;[1, 3, 4, 5, 6, 7, 9];[1, 3, 4, 5, 6, 7, 9];7
-0.0074050287069527656 0.003835338774383179 0.006006760176497062 0.0032366191866039394 0.008507233810606363 0.007625871334507428 0.004833603727441504 0.009591511044529821 -0.015751029721161623 0.01382418438907589;6;[1, 3, 4, 5, 6, 7, 9];[1, 3, 4, 5, 6, 7, 9];7
-0.0074050287069527656 0.003835338774383179 0.006006760176497062 0.0032366191866039394 0.008507233810606363 0.007625871334507428 0.004833603727441504 0.009591511044529821 -0.015751029721161623 0.01382418438907589;7;[1, 3, 4, 5, 6, 7, 9];[1, 3, 4, 5, 6, 7, 9];7
-0.0074050287069527656 0.003835338774383179 0.006006760176497062 0.0032366191866039394 0.008507233810606363 0.007625871334507428 0.004833603727441504 0.009591511044529821 -0.015751029721161623 0.01382418438907589;8;[1, 3, 4, 5, 6, 7, 9];[1, 3, 4, 5, 6, 7, 9];7
-0.0074050287069527656 0.003835338774383179 0.006006760176497062 0.0032366191866039394 0.008507233810606363 0.007625871334507428 0.004833603727441504 0.009591511044529821 -0.015751029721161623 0.01382418438907589;9;[1, 3, 4, 5, 6, 7, 9];[1, 3, 4, 5, 6, 7, 9];7
-0.010579737210643158 -0.0020341314092157782 -0.011251791004694178 0.002477700697823071 0.004553074181324002 -0.00018906678712005132 -0.0023906848570373505 0.000644699848338992 -0.01898703799178105 0.006480764198159105;0;[1, 3, 5, 6, 7, 8, 9];[1, 3, 5, 6, 7, 8, 9];7
-0.010579737210643158 -0.0020341314092157782 -0.011251791004694178 0.002477700697823071 0.004553074181324002 -0.00018906678712005132 -0.0023906848570373505 0.000644699848338992 -0.01898703799178105 0.006480764198159105;1;[1, 3, 5, 6, 7, 8, 9];[1, 3, 5, 6, 7, 8, 9];7
-0.010579737210643158 -0.0020341314092157782 -0.011251791004694178 0.002477700697823071 0.004553074181324002 -0.00018906678712005132 -0.0023906848570373505 0.000644699848338992 -0.01898703799178105 0.006480764198159105;2;[1, 3, 5, 6, 7, 8, 9];[1, 3, 5, 6, 7, 8, 9];7
-0.010579737210643158 -0.0020341314092157782 -0.011251791004694178 0.002477700697823071 0.004553074181324002 -0.00018906678712005132 -0.0023906848570373505 0.000644699848338992 -0.01898703799178105 0.006480764198159105;3;[1, 3, 5, 6, 7, 8, 9];[1, 3, 5, 6, 7, 8, 9];7
-0.010579737210643158 -0.0020341314092157782 -0.011251791004694178 0.002477700697823071 0.004553074181324002 -0.00018906678712005132 -0.0023906848570373505 0.000644699848338992 -0.01898703799178105 0.006480764198159105;4;[1, 3, 5, 6, 7, 8, 9];[1, 3, 5, 6, 7, 8, 9];7
-0.010579737210643158 -0.0020341314092157782 -0.011251791004694178 0.002477700697823071 0.004553074181324002 -0.00018906678712005132 -0.0023906848570373505 0.000644699848338992 -0.01898703799178105 0.006480764198159105;5;[1, 3, 5, 6, 7, 8, 9];[1, 3, 5, 6, 7, 8, 9];7
-0.010579737210643158 -0.0020341314092157782 -0.011251791004694178 0.002477700697823071 0.004553074181324002 -0.00018906678712005132 -0.0023906848570373505 0.000644699848338992 -0.01898703799178105 0.006480764198159105;6;[1, 3, 5, 6, 7, 8, 9];[1, 3, 5, 6, 7, 8, 9];7
-0.010579737210643158 -0.0020341314092157782 -0.011251791004694178 0.002477700697823071 0.004553074181324002 -0.00018906678712005132 -0.0023906848570373505 0.000644699848338992 -0.01898703799178105 0.006480764198159105;7;[1, 3, 5, 6, 7, 8, 9];[1, 3, 5, 6, 7, 8, 9];7
-0.010579737210643158 -0.0020341314092157782 -0.011251791004694178 0.002477700697823071 0.004553074181324002 -0.00018906678712005132 -0.0023906848570373505 0.000644699848338992 -0.01898703799178105 0.006480764198159105;8;[1, 3, 5, 6, 7, 8, 9];[1, 3, 5, 6, 7, 8, 9];7
-0.010579737210643158 -0.0020341314092157782 -0.011251791004694178 0.002477700697823071 0.004553074181324002 -0.00018906678712005132 -0.0023906848570373505 0.000644699848338992 -0.01898703799178105 0.006480764198159105;9;[1, 3, 5, 6, 7, 8, 9];[1, 3, 5, 6, 7, 8, 9];7
-0.007572281448327156 0.00210164864241813 -0.014002182956388687 0.0006547445147804698 0.0009682381094455073 0.000920083477855993 -0.000419532098522013 0.004689467532351865 0.006940100559579143 0.0005834131261218233;0;[9, 3];[9, 3];2
-0.007572281448327156 0.00210164864241813 -0.014002182956388687 0.0006547445147804698 0.0009682381094455073 0.000920083477855993 -0.000419532098522013 0.004689467532351865 0.006940100559579143 0.0005834131261218233;1;[9, 3];[9, 3];2
-0.007572281448327156 0.00210164864241813 -0.014002182956388687 0.0006547445147804698 0.0009682381094455073 0.000920083477855993 -0.000419532098522013 0.004689467532351865 0.006940100559579143 0.0005834131261218233;2;[9, 3];[9, 3];2
-0.007572281448327156 0.00210164864241813 -0.014002182956388687 0.0006547445147804698 0.0009682381094455073 0.000920083477855993 -0.000419532098522013 0.004689467532351865 0.006940100559579143 0.0005834131261218233;3;[9, 3];[9, 3];2
-0.007572281448327156 0.00210164864241813 -0.014002182956388687 0.0006547445147804698 0.0009682381094455073 0.000920083477855993 -0.000419532098522013 0.004689467532351865 0.006940100559579143 0.0005834131261218233;4;[9, 3];[9, 3];2
-0.007572281448327156 0.00210164864241813 -0.014002182956388687 0.0006547445147804698 0.0009682381094455073 0.000920083477855993 -0.000419532098522013 0.004689467532351865 0.006940100559579143 0.0005834131261218233;5;[9, 3];[9, 3];2
-0.007572281448327156 0.00210164864241813 -0.014002182956388687 0.0006547445147804698 0.0009682381094455073 0.000920083477855993 -0.000419532098522013 0.004689467532351865 0.006940100559579143 0.0005834131261218233;6;[9, 3];[9, 3];2
-0.007572281448327156 0.00210164864241813 -0.014002182956388687 0.0006547445147804698 0.0009682381094455073 0.000920083477855993 -0.000419532098522013 0.004689467532351865 0.006940100559579143 0.0005834131261218233;7;[9, 3];[9, 3];2
-0.007572281448327156 0.00210164864241813 -0.014002182956388687 0.0006547445147804698 0.0009682381094455073 0.000920083477855993 -0.000419532098522013 0.004689467532351865 0.006940100559579143 0.0005834131261218233;8;[9, 3];[9, 3];2
-0.007572281448327156 0.00210164864241813 -0.014002182956388687 0.0006547445147804698 0.0009682381094455073 0.000920083477855993 -0.000419532098522013 0.004689467532351865 0.006940100559579143 0.0005834131261218233;9;[9, 3];[9, 3];2
-0.00685074494415876 0.016098027755056865 -0.012695105452225696 0.0053100636567434915 0.0028827317430177857 0.041067001825005264 0.003730023495786261 0.016533302138375117 0.005255104536598143 -0.0019406783803459725;0;[1, 2, 3, 4, 5, 6, 8];[1, 2, 3, 4, 5, 6, 8];7
-0.00685074494415876 0.016098027755056865 -0.012695105452225696 0.0053100636567434915 0.0028827317430177857 0.041067001825005264 0.003730023495786261 0.016533302138375117 0.005255104536598143 -0.0019406783803459725;1;[1, 2, 3, 4, 5, 6, 8];[1, 2, 3, 4, 5, 6, 8];7
-0.00685074494415876 0.016098027755056865 -0.012695105452225696 0.0053100636567434915 0.0028827317430177857 0.041067001825005264 0.003730023495786261 0.016533302138375117 0.005255104536598143 -0.0019406783803459725;2;[1, 2, 3, 4, 5, 6, 8];[1, 2, 3, 4, 5, 6, 8];7
-0.00685074494415876 0.016098027755056865 -0.012695105452225696 0.0053100636567434915 0.0028827317430177857 0.041067001825005264 0.003730023495786261 0.016533302138375117 0.005255104536598143 -0.0019406783803459725;3;[1, 2, 3, 4, 5, 6, 8];[1, 2, 3, 4, 5, 6, 8];7
-0.00685074494415876 0.016098027755056865 -0.012695105452225696 0.0053100636567434915 0.0028827317430177857 0.041067001825005264 0.003730023495786261 0.016533302138375117 0.005255104536598143 -0.0019406783803459725;4;[1, 2, 3, 4, 5, 6, 8];[1, 2, 3, 4, 5, 6, 8];7
-0.00685074494415876 0.016098027755056865 -0.012695105452225696 0.0053100636567434915 0.0028827317430177857 0.041067001825005264 0.003730023495786261 0.016533302138375117 0.005255104536598143 -0.0019406783803459725;5;[1, 2, 3, 4, 5, 6, 8];[1, 2, 3, 4, 5, 6, 8];7
-0.00685074494415876 0.016098027755056865 -0.012695105452225696 0.0053100636567434915 0.0028827317430177857 0.041067001825005264 0.003730023495786261 0.016533302138375117 0.005255104536598143 -0.0019406783803459725;6;[1, 2, 3, 4, 5, 6, 8];[1, 2, 3, 4, 5, 6, 8];7
-0.00685074494415876 0.016098027755056865 -0.012695105452225696 0.0053100636567434915 0.0028827317430177857 0.041067001825005264 0.003730023495786261 0.016533302138375117 0.005255104536598143 -0.0019406783803459725;7;[1, 2, 3, 4, 5, 6, 8];[1, 2, 3, 4, 5, 6, 8];7
-0.00685074494415876 0.016098027755056865 -0.012695105452225696 0.0053100636567434915 0.0028827317430177857 0.041067001825005264 0.003730023495786261 0.016533302138375117 0.005255104536598143 -0.0019406783803459725;8;[1, 2, 3, 4, 5, 6, 8];[1, 2, 3, 4, 5, 6, 8];7
-0.00685074494415876 0.016098027755056865 -0.012695105452225696 0.0053100636567434915 0.0028827317430177857 0.041067001825005264 0.003730023495786261 0.016533302138375117 0.005255104536598143 -0.0019406783803459725;9;[1, 2, 3, 4, 5, 6, 8];[1, 2, 3, 4, 5, 6, 8];7
-0.004164277950226158 0.011662119654239111 -0.012603641506805551 0.001347935161365954 0.002097082604781719 0.031015758690941708 -0.0018458533472286653 0.02142291882654801 -0.010417609921199288 -0.003016869825660784;0;[8, 9, 7];[8, 9, 7];3
-0.004164277950226158 0.011662119654239111 -0.012603641506805551 0.001347935161365954 0.002097082604781719 0.031015758690941708 -0.0018458533472286653 0.02142291882654801 -0.010417609921199288 -0.003016869825660784;1;[8, 9, 7];[8, 9, 7];3
-0.004164277950226158 0.011662119654239111 -0.012603641506805551 0.001347935161365954 0.002097082604781719 0.031015758690941708 -0.0018458533472286653 0.02142291882654801 -0.010417609921199288 -0.003016869825660784;2;[8, 9, 7];[8, 9, 7];3
